S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
1989,15/10/2020,Dadra and Nagar Haveli and Daman and Diu,3171,79,3090,2
1990,16/10/2020,Dadra and Nagar Haveli and Daman and Diu,3172,71,3099,2
1991,17/10/2020,Dadra and Nagar Haveli and Daman and Diu,3177,66,3109,2
1992,18/10/2020,Dadra and Nagar Haveli and Daman and Diu,3180,59,3119,2
1993,19/10/2020,Dadra and Nagar Haveli and Daman and Diu,3183,54,3127,2
1994,20/10/2020,Dadra and Nagar Haveli and Daman and Diu,3185,43,3140,2
1995,21/10/2020,Dadra and Nagar Haveli and Daman and Diu,3194,39,3153,2
1996,22/10/2020,Dadra and Nagar Haveli and Daman and Diu,3207,44,3161,2
1997,23/10/2020,Dadra and Nagar Haveli and Daman and Diu,3213,47,3164,2
1998,24/10/2020,Dadra and Nagar Haveli and Daman and Diu,3220,51,3167,2
1999,25/10/2020,Dadra and Nagar Haveli and Daman and Diu,3225,50,3173,2
2000,26/10/2020,Dadra and Nagar Haveli and Daman and Diu,3228,51,3175,2
2001,27/10/2020,Dadra and Nagar Haveli and Daman and Diu,3228,50,3176,2
2002,28/10/2020,Dadra and Nagar Haveli and Daman and Diu,3231,48,3181,2
2003,29/10/2020,Dadra and Nagar Haveli and Daman and Diu,3237,51,3184,2
2004,30/10/2020,Dadra and Nagar Haveli and Daman and Diu,3243,49,3192,2
2005,31/10/2020,Dadra and Nagar Haveli and Daman and Diu,3248,49,3197,2
2006,01/11/2020,Dadra and Nagar Haveli and Daman and Diu,3251,39,3210,2
2007,02/11/2020,Dadra and Nagar Haveli and Daman and Diu,3255,34,3219,2
2008,03/11/2020,Dadra and Nagar Haveli and Daman and Diu,3257,34,3221,2
2009,04/11/2020,Dadra and Nagar Haveli and Daman and Diu,3257,30,3225,2
2010,05/11/2020,Dadra and Nagar Haveli and Daman and Diu,3262,32,3228,2
2011,12/03/2020,Delhi,6,6,0,0
2012,13/03/2020,Delhi,6,6,0,0
2013,14/03/2020,Delhi,7,5,1,1
2014,15/03/2020,Delhi,7,4,2,1
2015,16/03/2020,Delhi,7,4,2,1
2016,17/03/2020,Delhi,8,5,2,1
2017,18/03/2020,Delhi,10,7,2,1
2018,19/03/2020,Delhi,12,9,2,1
2019,20/03/2020,Delhi,17,13,3,1
2020,21/03/2020,Delhi,26,20,5,1
2021,22/03/2020,Delhi,29,23,5,1
2022,23/03/2020,Delhi,29,23,5,1
2023,24/03/2020,Delhi,31,24,6,1
2024,25/03/2020,Delhi,30,22,6,2
2025,26/03/2020,Delhi,35,28,6,1
2026,27/03/2020,Delhi,36,29,6,1
2027,28/03/2020,Delhi,39,32,6,1
2028,29/03/2020,Delhi,39,31,6,2
2029,30/03/2020,Delhi,53,45,6,2
2030,31/03/2020,Delhi,97,89,6,2
2031,01/04/2020,Delhi,120,112,6,2
2032,02/04/2020,Delhi,152,144,6,2
2033,03/04/2020,Delhi,219,207,8,4
2034,04/04/2020,Delhi,386,372,8,6
2035,05/04/2020,Delhi,445,424,15,6
2036,06/04/2020,Delhi,503,478,18,7
2037,07/04/2020,Delhi,523,497,19,7
2038,08/04/2020,Delhi,576,546,21,9
2039,09/04/2020,Delhi,669,639,21,9
2040,10/04/2020,Delhi,720,683,25,12
2041,11/04/2020,Delhi,903,865,25,13
2042,12/04/2020,Delhi,1069,1025,25,19
2043,13/04/2020,Delhi,1154,1103,27,24
2044,14/04/2020,Delhi,1510,1452,30,28
2045,15/04/2020,Delhi,1561,1501,30,30
2046,16/04/2020,Delhi,1578,1506,40,32
2047,17/04/2020,Delhi,1640,1551,51,38
2048,18/04/2020,Delhi,1707,1593,72,42
2049,19/04/2020,Delhi,1893,1779,72,42
2050,20/04/2020,Delhi,2003,1886,72,45
2051,21/04/2020,Delhi,2081,1603,431,47
2052,22/04/2020,Delhi,2156,1498,611,47
2053,23/04/2020,Delhi,2248,1476,724,48
2054,24/04/2020,Delhi,2376,1518,808,50
2055,25/04/2020,Delhi,2514,1604,857,53
2056,26/04/2020,Delhi,2625,1702,869,54
2057,27/04/2020,Delhi,2918,1987,877,54
2058,28/04/2020,Delhi,3108,2177,877,54
2059,29/04/2020,Delhi,3314,2182,1078,54
2060,30/04/2020,Delhi,3439,2291,1092,56
2061,01/05/2020,Delhi,3515,2362,1094,59
2062,02/05/2020,Delhi,3738,2510,1167,61
2063,03/05/2020,Delhi,4122,2802,1256,64
2064,04/05/2020,Delhi,4549,3123,1362,64
2065,05/05/2020,Delhi,4898,3403,1431,64
2066,06/05/2020,Delhi,5104,3572,1468,64
2067,07/05/2020,Delhi,5532,3925,1542,65
2068,08/05/2020,Delhi,5980,3983,1931,66
2069,09/05/2020,Delhi,6318,4230,2020,68
2070,10/05/2020,Delhi,6542,4449,2020,73
2071,11/05/2020,Delhi,6923,4781,2069,73
2072,12/05/2020,Delhi,7233,5031,2129,73
2073,13/05/2020,Delhi,7639,5041,2512,86
2074,14/05/2020,Delhi,7998,5034,2858,106
2075,15/05/2020,Delhi,8470,5310,3045,115
2076,16/05/2020,Delhi,8895,5254,3518,123
2077,17/05/2020,Delhi,9333,5278,3926,129
2078,18/05/2020,Delhi,10054,5409,4485,160
2079,19/05/2020,Delhi,10054,5401,4485,168
2080,20/05/2020,Delhi,10554,5636,4750,168
2081,21/05/2020,Delhi,11088,5720,5192,176
2082,22/05/2020,Delhi,11659,5898,5567,194
2083,23/05/2020,Delhi,12319,6214,5897,208
2084,24/05/2020,Delhi,12910,6412,6267,231
2085,25/05/2020,Delhi,13418,6617,6540,261
2086,26/05/2020,Delhi,14053,7006,6771,276
2087,27/05/2020,Delhi,14465,6954,7223,288
2088,28/05/2020,Delhi,15257,7690,7264,303
2089,29/05/2020,Delhi,16281,8470,7495,316
2090,30/05/2020,Delhi,17386,9142,7846,398
2091,31/05/2020,Delhi,18549,10058,8075,416
2092,01/06/2020,Delhi,19844,10893,8478,473
2093,02/06/2020,Delhi,20834,11565,8746,523
2094,03/06/2020,Delhi,22132,12333,9243,556
2095,04/06/2020,Delhi,23645,13497,9542,606
2096,05/06/2020,Delhi,25004,14456,9898,650
2097,06/06/2020,Delhi,26334,15311,10315,708
2098,07/06/2020,Delhi,27654,16229,10664,761
2099,08/06/2020,Delhi,27654,16229,10664,761
2100,09/06/2020,Delhi,29943,17712,11357,874
2101,10/06/2020,Delhi,31309,18543,11861,905
2102,11/06/2020,Delhi,32810,19581,12245,984
2103,12/06/2020,Delhi,34687,20871,12731,1085
2104,13/06/2020,Delhi,36824,22212,13398,1214
2105,14/06/2020,Delhi,38958,22742,14945,1271
2106,15/06/2020,Delhi,41182,24032,15823,1327
2107,16/06/2020,Delhi,42829,25002,16427,1400
2108,17/06/2020,Delhi,44688,26351,16500,1837
2109,18/06/2020,Delhi,47102,27741,17457,1904
2110,19/06/2020,Delhi,49979,26669,21341,1969
2111,20/06/2020,Delhi,53116,27512,23569,2035
2112,21/06/2020,Delhi,56746,23340,31294,2112
2113,22/06/2020,Delhi,59746,24558,33013,2175
2114,23/06/2020,Delhi,62655,23820,36602,2233
2115,24/06/2020,Delhi,66602,24988,39313,2301
2116,25/06/2020,Delhi,70390,26588,41437,2365
2117,26/06/2020,Delhi,73780,26586,44765,2429
2118,27/06/2020,Delhi,77240,27657,47091,2492
2119,28/06/2020,Delhi,80188,28329,49301,2558
2120,29/06/2020,Delhi,83077,27847,52607,2623
2121,30/06/2020,Delhi,85161,26246,56235,2680
2122,01/07/2020,Delhi,87360,26270,58348,2742
2123,02/07/2020,Delhi,89802,27007,59992,2803
2124,03/07/2020,Delhi,92175,26304,63007,2864
2125,04/07/2020,Delhi,94695,26148,65624,2923
2126,05/07/2020,Delhi,97200,25940,68256,3004
2127,06/07/2020,Delhi,99444,25038,71339,3067
2128,07/07/2020,Delhi,100823,25620,72088,3115
2129,08/07/2020,Delhi,102831,25449,74217,3165
2130,09/07/2020,Delhi,104864,23452,78199,3213
2131,10/07/2020,Delhi,107051,21567,82226,3258
2132,11/07/2020,Delhi,109140,21146,84694,3300
2133,12/07/2020,Delhi,110921,19895,87692,3334
2134,13/07/2020,Delhi,112494,19155,89968,3371
2135,14/07/2020,Delhi,113740,19017,91312,3411
2136,15/07/2020,Delhi,115346,18664,93236,3446
2137,16/07/2020,Delhi,116993,17807,95699,3487
2138,17/07/2020,Delhi,118645,17407,97693,3545
2139,18/07/2020,Delhi,120107,17235,99301,3571
2140,19/07/2020,Delhi,121582,16711,101274,3597
2141,20/07/2020,Delhi,122793,16031,103134,3628
2142,21/07/2020,Delhi,123747,15166,104918,3663
2143,22/07/2020,Delhi,125096,15288,106118,3690
2144,23/07/2020,Delhi,126323,14954,107650,3719
2145,24/07/2020,Delhi,127364,14554,109065,3745
2146,25/07/2020,Delhi,128389,13681,110931,3777
2147,26/07/2020,Delhi,129531,12657,113068,3806
2148,27/07/2020,Delhi,130606,11904,114875,3827
2149,28/07/2020,Delhi,131219,10994,116372,3853
2150,29/07/2020,Delhi,132275,10887,117507,3881
2151,30/07/2020,Delhi,133310,10770,118633,3907
2152,31/07/2020,Delhi,134403,10743,119724,3936
2153,01/08/2020,Delhi,135598,10705,120930,3963
2154,02/08/2020,Delhi,136716,10596,122131,3989
2155,03/08/2020,Delhi,137677,10356,123317,4004
2156,04/08/2020,Delhi,138482,10207,124254,4021
2157,05/08/2020,Delhi,139156,9897,125226,4033
2158,06/08/2020,Delhi,140232,10072,126116,4044
2159,07/08/2020,Delhi,141531,10348,127124,4059
2160,08/08/2020,Delhi,142723,10409,128232,4082
2161,09/08/2020,Delhi,144127,10667,129362,4098
2162,10/08/2020,Delhi,145427,10729,130587,4111
2163,11/08/2020,Delhi,146134,10346,131657,4131
2164,12/08/2020,Delhi,147391,10868,132384,4139
2165,13/08/2020,Delhi,148504,10946,133405,4153
2166,14/08/2020,Delhi,149460,10975,134318,4167
2167,15/08/2020,Delhi,150652,11366,135108,4178
2168,16/08/2020,Delhi,151928,11489,136251,4188
2169,17/08/2020,Delhi,152580,10823,137561,4196
2170,18/08/2020,Delhi,153367,10852,138301,4214
2171,19/08/2020,Delhi,154741,11068,139447,4226
2172,20/08/2020,Delhi,156139,11137,140767,4235
2173,21/08/2020,Delhi,157354,11271,141826,4257
2174,22/08/2020,Delhi,158604,11426,142908,4270
2175,23/08/2020,Delhi,160016,11594,144138,4284
2176,24/08/2020,Delhi,161466,11778,145388,4300
2177,25/08/2020,Delhi,162527,11626,146588,4313
2178,26/08/2020,Delhi,164071,11998,147743,4330
2179,27/08/2020,Delhi,165764,12520,148897,4347
2180,28/08/2020,Delhi,167604,13208,150027,4369
2181,29/08/2020,Delhi,169412,13550,151473,4389
2182,30/08/2020,Delhi,171366,14040,152922,4404
2183,31/08/2020,Delhi,173390,14793,154171,4426
2184,01/09/2020,Delhi,174748,14626,155678,4444
2185,02/09/2020,Delhi,177060,15870,156728,4462
2186,03/09/2020,Delhi,179569,16502,158586,4481
2187,04/09/2020,Delhi,182306,17692,160114,4500
2188,05/09/2020,Delhi,185220,18842,161865,4513
2189,06/09/2020,Delhi,188193,19870,163785,4538
2190,07/09/2020,Delhi,191449,20909,165973,4567
2191,08/09/2020,Delhi,193526,20543,168384,4599
2192,09/09/2020,Delhi,197135,22377,170140,4618
2193,10/09/2020,Delhi,201174,23773,172763,4638
2194,11/09/2020,Delhi,205482,25416,175400,4666
2195,12/09/2020,Delhi,209748,26907,178154,4687
2196,13/09/2020,Delhi,214069,28059,181295,4715
2197,14/09/2020,Delhi,218304,28812,184748,4744
2198,15/09/2020,Delhi,221533,28641,188122,4770
2199,16/09/2020,Delhi,225796,29787,191203,4806
2200,17/09/2020,Delhi,230269,30914,194516,4839
2201,18/09/2020,Delhi,234701,31721,198103,4877
2202,19/09/2020,Delhi,238828,32250,201671,4907
2203,20/09/2020,Delhi,242899,32064,205890,4945
2204,21/09/2020,Delhi,246711,32097,209632,4982
2205,22/09/2020,Delhi,249259,30941,213304,5014
2206,23/09/2020,Delhi,253075,31623,216401,5051
2207,24/09/2020,Delhi,256789,30836,220866,5087
2208,25/09/2020,Delhi,260623,31125,224375,5123
2209,26/09/2020,Delhi,264450,30867,228436,5147
2210,27/09/2020,Delhi,267822,29717,232912,5193
2211,28/09/2020,Delhi,271114,29228,236651,5235
2212,29/09/2020,Delhi,273098,27123,240703,5272
2213,30/09/2020,Delhi,276325,27524,243481,5320
2214,01/10/2020,Delhi,279715,26908,247446,5361
2215,02/10/2020,Delhi,282752,26738,250613,5401
2216,03/10/2020,Delhi,285672,26450,253784,5438
2217,04/10/2020,Delhi,287930,25234,257224,5472
2218,05/10/2020,Delhi,290613,24753,260350,5510
2219,06/10/2020,Delhi,292560,23080,263938,5542
2220,07/10/2020,Delhi,295236,22720,266935,5581
2221,08/10/2020,Delhi,298107,22186,270305,5616
2222,09/10/2020,Delhi,300833,22232,272948,5653
2223,10/10/2020,Delhi,303693,21955,276046,5692
2224,11/10/2020,Delhi,306559,22007,278812,5740
2225,12/10/2020,Delhi,309339,21701,281869,5769
2226,13/10/2020,Delhi,311188,20535,284844,5809
2227,14/10/2020,Delhi,314224,21490,286880,5854
2228,15/10/2020,Delhi,317548,21903,289747,5898
2229,16/10/2020,Delhi,321031,22605,292502,5924
2230,17/10/2020,Delhi,324459,22814,295699,5946
2231,18/10/2020,Delhi,327718,22884,298853,5981
2232,19/10/2020,Delhi,331017,23292,301716,6009
2233,20/10/2020,Delhi,333171,22570,304561,6040
2234,21/10/2020,Delhi,336750,23922,306747,6081
2235,22/10/2020,Delhi,340436,24117,310191,6128
2236,23/10/2020,Delhi,344318,25237,312918,6163
2237,24/10/2020,Delhi,348404,26001,316214,6189
2238,25/10/2020,Delhi,352520,26467,319828,6225
2239,26/10/2020,Delhi,356656,26744,323654,6258
2240,27/10/2020,Delhi,359488,25786,327390,6312
2241,28/10/2020,Delhi,364341,27873,330112,6356
2242,29/10/2020,Delhi,370014,29378,334240,6396
2243,30/10/2020,Delhi,375753,30952,338378,6423
2244,31/10/2020,Delhi,381644,32363,342811,6470
2245,01/11/2020,Delhi,386706,32719,347476,6511
2246,02/11/2020,Delhi,392370,34173,351635,6562
2247,03/11/2020,Delhi,396371,33308,356459,6604
2248,04/11/2020,Delhi,403096,36375,360069,6652
2249,05/11/2020,Delhi,409938,37369,365866,6703
2250,26/03/2020,Goa,3,3,0,0
2251,27/03/2020,Goa,3,3,0,0
2252,28/03/2020,Goa,3,3,0,0
2253,29/03/2020,Goa,3,3,0,0
2254,30/03/2020,Goa,5,5,0,0
2255,31/03/2020,Goa,5,5,0,0
2256,01/04/2020,Goa,5,5,0,0
2257,02/04/2020,Goa,5,5,0,0
2258,03/04/2020,Goa,6,6,0,0
2259,04/04/2020,Goa,6,6,0,0
2260,05/04/2020,Goa,7,7,0,0
2261,06/04/2020,Goa,7,7,0,0
2262,07/04/2020,Goa,7,7,0,0
2263,08/04/2020,Goa,7,7,0,0
2264,09/04/2020,Goa,7,7,0,0
2265,10/04/2020,Goa,7,7,0,0
2266,11/04/2020,Goa,7,6,1,0
2267,12/04/2020,Goa,7,2,5,0
2268,13/04/2020,Goa,7,2,5,0
2269,14/04/2020,Goa,7,2,5,0
2270,15/04/2020,Goa,7,2,5,0
2271,16/04/2020,Goa,7,2,5,0
2272,17/04/2020,Goa,7,1,6,0
2273,18/04/2020,Goa,7,1,6,0
2274,19/04/2020,Goa,7,1,6,0
2275,20/04/2020,Goa,7,0,7,0
2276,21/04/2020,Goa,7,0,7,0
2277,22/04/2020,Goa,7,0,7,0
2278,23/04/2020,Goa,7,0,7,0
2279,24/04/2020,Goa,7,0,7,0
2280,25/04/2020,Goa,7,0,7,0
2281,26/04/2020,Goa,7,0,7,0
2282,27/04/2020,Goa,7,0,7,0
2283,28/04/2020,Goa,7,0,7,0
2284,29/04/2020,Goa,7,0,7,0
2285,30/04/2020,Goa,7,0,7,0
2286,01/05/2020,Goa,7,0,7,0
2287,02/05/2020,Goa,7,0,7,0
2288,03/05/2020,Goa,7,0,7,0
2289,04/05/2020,Goa,7,0,7,0
2290,05/05/2020,Goa,7,0,7,0
2291,06/05/2020,Goa,7,0,7,0
2292,07/05/2020,Goa,7,0,7,0
2293,08/05/2020,Goa,7,0,7,0
2294,09/05/2020,Goa,7,0,7,0
2295,10/05/2020,Goa,7,0,7,0
2296,11/05/2020,Goa,7,0,7,0
2297,12/05/2020,Goa,7,0,7,0
2298,13/05/2020,Goa,7,0,7,0
2299,14/05/2020,Goa,7,0,7,0
2300,15/05/2020,Goa,14,7,7,0
2301,16/05/2020,Goa,15,8,7,0
2302,17/05/2020,Goa,17,10,7,0
2303,18/05/2020,Goa,29,22,7,0
2304,19/05/2020,Goa,38,31,7,0
2305,20/05/2020,Goa,46,39,7,0
2306,21/05/2020,Goa,50,43,7,0
2307,22/05/2020,Goa,52,45,7,0
2308,23/05/2020,Goa,54,38,16,0
2309,24/05/2020,Goa,55,39,16,0
2310,25/05/2020,Goa,66,47,19,0
2311,26/05/2020,Goa,67,48,19,0
2312,27/05/2020,Goa,67,39,28,0
2313,28/05/2020,Goa,68,31,37,0
2314,29/05/2020,Goa,69,31,38,0
2315,30/05/2020,Goa,69,28,41,0
2316,31/05/2020,Goa,70,29,41,0
2317,01/06/2020,Goa,70,28,42,0
2318,02/06/2020,Goa,71,29,42,0
2319,03/06/2020,Goa,79,22,57,0
2320,04/06/2020,Goa,79,22,57,0
2321,05/06/2020,Goa,166,109,57,0
2322,06/06/2020,Goa,196,131,65,0
2323,07/06/2020,Goa,267,202,65,0
2324,08/06/2020,Goa,300,235,65,0
2325,09/06/2020,Goa,330,263,67,0
2326,10/06/2020,Goa,359,292,67,0
2327,11/06/2020,Goa,387,320,67,0
2328,12/06/2020,Goa,417,350,67,0
2329,13/06/2020,Goa,463,394,69,0
2330,14/06/2020,Goa,523,453,70,0
2331,15/06/2020,Goa,564,490,74,0
2332,16/06/2020,Goa,592,507,85,0
2333,17/06/2020,Goa,629,544,85,0
2334,18/06/2020,Goa,656,560,96,0
2335,19/06/2020,Goa,705,596,109,0
2336,20/06/2020,Goa,725,607,118,0
2337,21/06/2020,Goa,754,625,129,0
2338,22/06/2020,Goa,754,625,129,0
2339,23/06/2020,Goa,864,711,152,1
2340,24/06/2020,Goa,909,703,205,1
2341,25/06/2020,Goa,951,660,289,2
2342,26/06/2020,Goa,995,658,335,2
2343,27/06/2020,Goa,1039,667,370,2
2344,28/06/2020,Goa,1128,706,420,2
2345,29/06/2020,Goa,1198,717,478,3
2346,30/06/2020,Goa,1198,717,478,3
2347,01/07/2020,Goa,1315,716,596,3
2348,02/07/2020,Goa,1387,713,670,4
2349,03/07/2020,Goa,1482,744,734,4
2350,04/07/2020,Goa,1482,744,734,4
2351,05/07/2020,Goa,1684,853,825,6
2352,06/07/2020,Goa,1761,818,936,7
2353,07/07/2020,Goa,1813,745,1061,7
2354,08/07/2020,Goa,1903,739,1156,8
2355,09/07/2020,Goa,2039,824,1207,8
2356,10/07/2020,Goa,2151,869,1273,9
2357,11/07/2020,Goa,2251,895,1347,9
2358,12/07/2020,Goa,2368,928,1428,12
2359,13/07/2020,Goa,2453,952,1487,14
2360,14/07/2020,Goa,2583,1026,1540,17
2361,15/07/2020,Goa,2753,1128,1607,18
2362,16/07/2020,Goa,2951,1259,1674,18
2363,17/07/2020,Goa,3108,1272,1817,19
2364,18/07/2020,Goa,3304,1337,1946,21
2365,19/07/2020,Goa,3484,1425,2038,21
2366,20/07/2020,Goa,3657,1417,2218,22
2367,21/07/2020,Goa,3853,1469,2361,23
2368,22/07/2020,Goa,4027,1552,2449,26
2369,23/07/2020,Goa,4176,1607,2541,28
2370,24/07/2020,Goa,4350,1666,2655,29
2371,25/07/2020,Goa,4540,1646,2865,29
2372,26/07/2020,Goa,4686,1606,3047,33
2373,27/07/2020,Goa,4861,1549,3277,35
2374,28/07/2020,Goa,5119,1673,3410,36
2375,29/07/2020,Goa,5287,1656,3595,36
2376,30/07/2020,Goa,5489,1666,3784,39
2377,31/07/2020,Goa,5704,1657,4005,42
2378,01/08/2020,Goa,5913,1657,4211,45
2379,02/08/2020,Goa,6193,1707,4438,48
2380,03/08/2020,Goa,6530,1809,4668,53
2381,04/08/2020,Goa,6816,1884,4876,56
2382,05/08/2020,Goa,7075,1901,5114,60
2383,06/08/2020,Goa,7423,2072,5287,64
2384,07/08/2020,Goa,7614,2095,5453,66
2385,08/08/2020,Goa,7947,2282,5595,70
2386,09/08/2020,Goa,8206,2332,5802,72
2387,10/08/2020,Goa,8712,2642,5995,75
2388,11/08/2020,Goa,9029,2741,6208,80
2389,12/08/2020,Goa,9444,2878,6480,86
2390,13/08/2020,Goa,9924,3194,6641,89
2391,14/08/2020,Goa,10494,3491,6912,91
2392,15/08/2020,Goa,10970,3720,7157,93
2393,16/08/2020,Goa,11339,3753,7488,98
2394,17/08/2020,Goa,11639,3760,7775,104
2395,18/08/2020,Goa,11994,3825,8058,111
2396,19/08/2020,Goa,12333,3861,8356,116
2397,20/08/2020,Goa,12675,3838,8713,124
2398,21/08/2020,Goa,13099,3910,9063,126
2399,22/08/2020,Goa,13484,3809,9540,135
2400,23/08/2020,Goa,13790,3631,10019,140
2401,24/08/2020,Goa,13999,3383,10472,144
2402,25/08/2020,Goa,14138,3081,10909,148
2403,26/08/2020,Goa,14530,3149,11224,157
2404,27/08/2020,Goa,15027,3351,11511,165
2405,28/08/2020,Goa,15483,3445,11867,171
2406,29/08/2020,Goa,16006,3535,12296,175
2407,30/08/2020,Goa,16553,3646,12729,178
2408,31/08/2020,Goa,17004,3635,13186,183
2409,01/09/2020,Goa,17418,3649,13577,192
2410,02/09/2020,Goa,18006,3962,13850,194
2411,03/09/2020,Goa,18642,4379,14059,204
2412,04/09/2020,Goa,19355,4782,14361,212
2413,05/09/2020,Goa,19863,4896,14747,220
2414,06/09/2020,Goa,20455,4945,15281,229
2415,07/09/2020,Goa,20829,4754,15839,236
2416,08/09/2020,Goa,21173,4501,16427,245
2417,09/09/2020,Goa,21630,4499,16875,256
2418,10/09/2020,Goa,22251,4833,17156,262
2419,11/09/2020,Goa,22890,5030,17592,268
2420,12/09/2020,Goa,23445,5104,18065,276
2421,13/09/2020,Goa,24185,5323,18576,286
2422,14/09/2020,Goa,24592,5173,19129,290
2423,15/09/2020,Goa,24898,4946,19648,304
2424,16/09/2020,Goa,25511,5102,20094,315
2425,17/09/2020,Goa,26139,5375,20445,319
2426,18/09/2020,Goa,26783,5612,20844,327
2427,19/09/2020,Goa,27379,5730,21314,335
2428,20/09/2020,Goa,28022,5920,21760,342
2429,21/09/2020,Goa,28429,5781,22297,351
2430,22/09/2020,Goa,28753,5667,22726,360
2431,23/09/2020,Goa,29343,5513,23462,368
2432,24/09/2020,Goa,29879,5646,23857,376
2433,25/09/2020,Goa,30552,5822,24347,383
2434,26/09/2020,Goa,31071,5614,25071,386
2435,27/09/2020,Goa,31574,5424,25759,391
2436,28/09/2020,Goa,31958,5097,26460,401
2437,29/09/2020,Goa,32396,4917,27072,407
2438,30/09/2020,Goa,32777,4577,27781,419
2439,01/10/2020,Goa,33418,4865,28125,428
2440,02/10/2020,Goa,33942,4977,28525,440
2441,03/10/2020,Goa,34455,5009,29004,442
2442,04/10/2020,Goa,34900,4923,29527,450
2443,05/10/2020,Goa,35328,4839,30033,456
2444,06/10/2020,Goa,35719,4803,30456,460
2445,07/10/2020,Goa,36238,4720,31050,468
2446,08/10/2020,Goa,36670,4749,31444,477
2447,09/10/2020,Goa,37102,4716,31902,484
2448,10/10/2020,Goa,37591,4783,32317,491
2449,11/10/2020,Goa,37934,4658,32777,499
2450,12/10/2020,Goa,38366,4656,33203,507
2451,13/10/2020,Goa,38674,4465,33698,511
2452,14/10/2020,Goa,39082,4316,34252,514
2453,15/10/2020,Goa,39438,4188,34731,519
2454,16/10/2020,Goa,39770,4084,35161,525
2455,17/10/2020,Goa,40091,3950,35610,531
2456,18/10/2020,Goa,40400,3827,36035,538
2457,19/10/2020,Goa,40587,3648,36395,544
2458,20/10/2020,Goa,40746,3283,36914,549
2459,21/10/2020,Goa,41031,3201,37275,555
2460,22/10/2020,Goa,41339,3099,37683,557
2461,23/10/2020,Goa,41586,2991,38031,564
2462,24/10/2020,Goa,41813,2824,38421,568
2463,25/10/2020,Goa,42031,2692,38769,570
2464,26/10/2020,Goa,42242,2576,39090,576
2465,27/10/2020,Goa,42532,2517,39433,582
2466,28/10/2020,Goa,42747,2384,39778,585
2467,29/10/2020,Goa,42968,2402,39974,592
2468,30/10/2020,Goa,43201,2436,40168,597
2469,31/10/2020,Goa,43416,2405,40409,602
2470,01/11/2020,Goa,43626,2344,40678,604
2471,02/11/2020,Goa,43768,2244,40915,609
2472,03/11/2020,Goa,43954,2215,41123,616
2473,04/11/2020,Goa,44189,2209,41362,618
2474,05/11/2020,Goa,44372,2135,41611,626
2475,20/03/2020,Gujarat,2,2,0,0
2476,21/03/2020,Gujarat,7,7,0,0
2477,22/03/2020,Gujarat,18,17,0,1
2478,23/03/2020,Gujarat,29,28,0,1
2479,24/03/2020,Gujarat,29,28,0,1
2480,25/03/2020,Gujarat,33,32,0,1
2481,26/03/2020,Gujarat,38,36,0,2
2482,27/03/2020,Gujarat,43,40,0,3
2483,28/03/2020,Gujarat,45,42,0,3
2484,29/03/2020,Gujarat,53,49,0,4
2485,30/03/2020,Gujarat,58,52,1,5
2486,31/03/2020,Gujarat,73,64,3,6
2487,01/04/2020,Gujarat,74,63,5,6
2488,02/04/2020,Gujarat,82,71,5,6
2489,03/04/2020,Gujarat,87,72,8,7
2490,04/04/2020,Gujarat,95,76,10,9
2491,05/04/2020,Gujarat,105,81,14,10
2492,06/04/2020,Gujarat,122,93,18,11
2493,07/04/2020,Gujarat,144,110,22,12
2494,08/04/2020,Gujarat,165,127,25,13
2495,09/04/2020,Gujarat,179,138,25,16
2496,10/04/2020,Gujarat,241,198,26,17
2497,11/04/2020,Gujarat,308,258,31,19
2498,12/04/2020,Gujarat,432,366,44,22
2499,13/04/2020,Gujarat,516,447,44,25
2500,14/04/2020,Gujarat,539,459,54,26
2501,15/04/2020,Gujarat,650,563,59,28
2502,16/04/2020,Gujarat,766,669,64,33
2503,17/04/2020,Gujarat,930,821,73,36
2504,18/04/2020,Gujarat,1099,972,86,41
2505,19/04/2020,Gujarat,1376,1230,93,53
2506,20/04/2020,Gujarat,1743,1575,105,63
2507,21/04/2020,Gujarat,1939,1737,131,71
2508,22/04/2020,Gujarat,2178,1949,139,90
2509,23/04/2020,Gujarat,2407,2125,179,103
2510,24/04/2020,Gujarat,2624,2254,258,112
2511,25/04/2020,Gujarat,2815,2423,265,127
2512,26/04/2020,Gujarat,3071,2656,282,133
2513,27/04/2020,Gujarat,3301,2837,313,151
2514,28/04/2020,Gujarat,3548,2992,394,162
2515,29/04/2020,Gujarat,3744,3129,434,181
2516,30/04/2020,Gujarat,4082,3358,527,197
2517,01/05/2020,Gujarat,4395,3568,613,214
2518,02/05/2020,Gujarat,4721,3750,735,236
2519,03/05/2020,Gujarat,5054,3896,896,262
2520,04/05/2020,Gujarat,5428,4096,1042,290
2521,05/05/2020,Gujarat,5804,4290,1195,319
2522,06/05/2020,Gujarat,6245,4496,1381,368
2523,07/05/2020,Gujarat,6625,4729,1500,396
2524,08/05/2020,Gujarat,7012,4878,1709,425
2525,09/05/2020,Gujarat,7402,5081,1872,449
2526,10/05/2020,Gujarat,7796,5233,2091,472
2527,11/05/2020,Gujarat,8194,5156,2545,493
2528,12/05/2020,Gujarat,8541,5248,2780,513
2529,13/05/2020,Gujarat,8903,5120,3246,537
2530,14/05/2020,Gujarat,9267,5139,3562,566
2531,15/05/2020,Gujarat,9591,5252,3753,586
2532,16/05/2020,Gujarat,9931,5290,4035,606
